N,D,C,lr,gbsz,loss
588544000,30000000000.0,1.0593792e+20,0.0017361923148222125,512,2.329452857475536
588544000,30000000000.0,1.0593792e+20,0.0018437480825971794,1024,2.3578337639119646
588544000,50000000000.0,1.765632e+20,0.0007141777369705838,64,2.2734734474919556
588544000,50000000000.0,1.765632e+20,0.0008933087882346552,128,2.2663592068921523
588544000,50000000000.0,1.765632e+20,0.0013272419327951196,256,2.2715308424702996
588544000,50000000000.0,1.765632e+20,0.0019690513716281006,512,2.2811047148059984
588544000,50000000000.0,1.765632e+20,0.0026085077704762847,1024,2.3044207314886402
588544000,80000000000.0,2.8250112e+20,0.0006627755386735555,64,2.2426311182220737
588544000,80000000000.0,2.8250112e+20,0.0008363167111262028,128,2.232862826701387
588544000,80000000000.0,2.8250112e+20,0.0012640227352279068,256,2.2359143721678185
588544000,80000000000.0,2.8250112e+20,0.0021602561519797336,512,2.242759083928058
588544000,80000000000.0,2.8250112e+20,0.0030062319137155276,1024,2.2579672515267966
588544000,120000000000.0,4.2375168e+20,0.0006119749687871429,64,2.2197886462724408
588544000,120000000000.0,4.2375168e+20,0.0007585195531110563,128,2.2076338385807985
588544000,120000000000.0,4.2375168e+20,0.0011682171929778722,256,2.208382252248415
588544000,120000000000.0,4.2375168e+20,0.002157422015600984,512,2.2133451382203186
588544000,120000000000.0,4.2375168e+20,0.0039059891672258273,1024,2.223198163728915
588544000,200000000000.0,7.062528e+20,1.032109739355069,64,0.00011292992003522352
588544000,200000000000.0,7.062528e+20,0.0006474551927886099,128,2.1807794450816234
588544000,200000000000.0,7.062528e+20,0.0010232547619966415,256,2.179021610698654
588544000,200000000000.0,7.062528e+20,0.0018283282497127751,512,2.1815490912332622
588544000,200000000000.0,7.062528e+20,0.00336810119234778,1024,2.1865357383868833
588544000,300000000000.0,1.0593792e+21,0.0005264989368244293,128,2.1630738508877942
588544000,300000000000.0,1.0593792e+21,0.0009254393518740937,256,2.1594902304897357
588544000,300000000000.0,1.0593792e+21,0.0015471342130571307,512,2.160439627225495
588544000,300000000000.0,1.0593792e+21,0.003097068244234217,1024,2.163270825743497
983138304,6000000000.0,3.5392978944e+19,0.0003854583291991395,32,2.429935519974518
983138304,6000000000.0,3.5392978944e+19,0.0006203607809967698,64,2.4250962806974794
983138304,6000000000.0,3.5392978944e+19,0.0012750402485840644,128,2.438946694637349
983138304,12000000000.0,7.0785957888e+19,0.000460747088071076,64,2.3363549579156704
983138304,12000000000.0,7.0785957888e+19,0.0007741879975009827,128,2.342549217496958
983138304,12000000000.0,7.0785957888e+19,0.0012946948469405094,256,2.3579571001683566
983138304,20000000000.0,1.1797659648e+20,0.0003732654149702114,64,2.283547933070696
983138304,20000000000.0,1.1797659648e+20,0.0005750661500516101,128,2.285156065241456
983138304,20000000000.0,1.1797659648e+20,0.0009700260566746942,256,2.295928752354875
983138304,20000000000.0,1.1797659648e+20,0.0015278376689024128,512,2.3188204953180698
983138304,30000000000.0,1.7696489472e+20,0.0003193376752060413,64,2.2471278474453014
983138304,30000000000.0,1.7696489472e+20,0.0004995641441449671,128,2.2451949641042837
983138304,30000000000.0,1.7696489472e+20,0.0007609095489198946,256,2.253889893627405
983138304,30000000000.0,1.7696489472e+20,0.0013685093077986708,512,2.2702764209389916
983138304,30000000000.0,1.7696489472e+20,0.0014700881774353486,1024,2.301755662237423
983138304,50000000000.0,2.949414912e+20,0.0002824119839940705,64,2.2063332847316417
983138304,50000000000.0,2.949414912e+20,0.00039261456066911027,128,2.2026933530539976
983138304,50000000000.0,2.949414912e+20,0.0006080325887891383,256,2.2057280858814314
983138304,50000000000.0,2.949414912e+20,0.001277109350869507,512,2.2190934627703602
983138304,50000000000.0,2.949414912e+20,0.001470981825757118,1024,2.24182549147998
