N,D,C,lr,gbsz,loss
1713504256,30000000000.0,3.0843076608e+20,0.002,291.1681399772708,2.1907765918360687
1713504256,50000000000.0,5.140512768e+20,0.00025,,
1713504256,50000000000.0,5.140512768e+20,0.0005,144.09180361742875,2.135160942829016
1713504256,50000000000.0,5.140512768e+20,0.001,199.59884802436326,2.1362634542599963
1713504256,50000000000.0,5.140512768e+20,0.002,341.79980480192353,2.1428489011288265
1713504256,80000000000.0,8.2248204288e+20,0.00025,215.997065762445,2.0977733391418174
1713504256,80000000000.0,8.2248204288e+20,0.0005,168.14393144640567,2.097749486909142
1713504256,80000000000.0,8.2248204288e+20,0.001,226.18092664576108,2.0994093455713183
1713504256,80000000000.0,8.2248204288e+20,0.002,381.9269610522024,2.1038568778756366
1713504256,120000000000.0,1.23372306432e+21,0.00025,261.8531638568645,2.067452773569974
1713504256,120000000000.0,1.23372306432e+21,0.0005,191.22735643413878,2.067959531655381
1713504256,120000000000.0,1.23372306432e+21,0.001,253.81140956720523,2.070418448542252
1713504256,120000000000.0,1.23372306432e+21,0.002,,
1713504256,200000000000.0,2.0562051072e+21,0.00025,0.9622238368941451,0.0002298821692006629
1713504256,200000000000.0,2.0562051072e+21,0.0005,,
1713504256,200000000000.0,2.0562051072e+21,0.001,,
1713504256,200000000000.0,2.0562051072e+21,0.002,,
1713504256,300000000000.0,3.0843076608e+21,0.0005,,
1713504256,300000000000.0,3.0843076608e+21,0.001,,
1713504256,300000000000.0,3.0843076608e+21,0.002,,
